Product_ID;SKU_Code;Product_Name;Merchant_Name ;Product_Currency;Recommended_Retail_Price_with_VAT_(Resellers currency);category_id
7128;6.28117E+12;QuickNet Roaming - 50 GB for 1 Month;QUICK net cards - STC;SAR;402.5;
6132;6.28117E+12;QUICKNet - Unlimited for 7 days;QUICK net cards - STC;SAR;109.25;
7033;6.28117E+12;QUICKNet 25GB + 25GB Streaming EVD for 1 Month;QUICK net cards - STC;SAR;115;
6860;6.28117E+12;QUICKNet Unlimited streaming + 100GB for 1 Month;QUICK net cards - STC;SAR;316.25;
5826;6.28117E+12;QUICKNet - 300 GB for 3 Months;QUICK net cards - STC;SAR;517.5;
5827;6.28117E+12;QUICKNet - Unlimited for 1 Month;QUICK net cards - STC;SAR;373.75;
7127;6.28117E+12;QuickNet Roaming - 20 GB for 1 Week;QUICK net cards - STC;SAR;287.5;
7035;6.28117E+12;QUICKNet 100GB + 100GB Streaming EVD for 3 Months;QUICK net cards - STC;SAR;368;
5758;6.28117E+12;QUICKNet - 10 GB for 3 Months.;QUICK net cards - STC;SAR;201.25;
7034;6.28117E+12;QUICKNet 80GB + 80GB Streaming EVD for 2 Months;QUICK net cards - STC;SAR;253;
4427;6.2811E+12;ROHAN 5000 RPs;R.O.H.A.N.: Blood Feud;USD;224.25;
4425;6.2811E+12;ROHAN 1000 RPs;R.O.H.A.N.: Blood Feud;USD;44.85;
4424;6.2811E+12;ROHAN 500 RPs;R.O.H.A.N.: Blood Feud;USD;22.425;
4426;6.2811E+12;ROHAN 2500 RPs;R.O.H.A.N.: Blood Feud;USD;112.125;
6186;6.2811E+12;Razer Gold - $10 (US Store);Razer Gold;SAR;37.5;
6351;6.2811E+12;Razer Gold - $50 (Global);Razer Gold;SAR;187.5;
6348;6.2811E+12;Razer Gold - $5 (Global);Razer Gold;SAR;18.75;
6353;6.2811E+12;Razer Gold - $300 (US Store);Razer Gold;SAR;1125;
7114;6.28704E+12;Razer Gold - $1 (Global);Razer Gold;SAR;3.75;
6349;6.2811E+12;Razer Gold - $10 (Global);Razer Gold;SAR;37.5;
6350;6.2811E+12;Razer Gold - $20 (Global);Razer Gold;SAR;75;
6187;6.2811E+12;Razer Gold - $25 (US Store);Razer Gold;SAR;93.75;
7125;6.28704E+12;Razer Gold - $400 (Global);Razer Gold;SAR;1500;
6189;6.2811E+12;Razer Gold - $100 (US Store);Razer Gold;SAR;375;
7126;6.28704E+12;Razer Gold - $500 (Global);Razer Gold;SAR;1875;
7115;6.28704E+12;Razer Gold - $2 (Global);Razer Gold;SAR;7.5;
6188;6.2811E+12;Razer Gold - $50 (US Store);Razer Gold;SAR;187.5;
7123;6.28704E+12;Razer Gold - $200 (Global);Razer Gold;SAR;750;
6238;6.2811E+12;Razer Gold - $5 (US Store);Razer Gold;SAR;18.75;
6352;6.2811E+12;Razer Gold - $100 (Global);Razer Gold;SAR;375;
7124;6.28704E+12;Razer Gold - $300 (Global);Razer Gold;SAR;1125;
6369;6.2811E+12;Razer Gold - $400 (US Store);Razer Gold;SAR;1500;
6354;6.2811E+12;Razer Gold - $500 (US Store);Razer Gold;SAR;1875;
6368;6.2811E+12;Razer Gold - $200 (US Store);Razer Gold;SAR;750;
6587;6.28704E+12;RedBull Card OR10;RedBull Oman;USD;110.955;
6585;6.28704E+12;RedBull Card OR5;RedBull Oman;USD;55.478;
6586;6.28704E+12;RedBull Card OR6;RedBull Oman;USD;66.573;
6584;6.28704E+12;RedBull Card OR4;RedBull Oman;USD;44.382;
6582;6.28704E+12;RedBull Card OR1;RedBull Oman;USD;11.096;
6583;6.28704E+12;RedBull Card OR3;RedBull Oman;USD;33.287;
6588;6.28704E+12;RedBull Card OR15;RedBull Oman;USD;166.432;
6595;6.28704E+12;Renna Card OR20;Renna Oman;USD;221.91;
6590;6.28704E+12;Renna Card OR1.5;Renna Oman;USD;16.643;
6593;6.28704E+12;Renna Card OR7;Renna Oman;USD;77.669;
6591;6.28704E+12;Renna Card OR3;Renna Oman;USD;33.287;
6589;6.28704E+12;Renna Card OR1;Renna Oman;USD;11.096;
6594;6.28704E+12;Renna Card OR10;Renna Oman;USD;110.955;
6592;6.28704E+12;Renna Card OR5;Renna Oman;USD;55.478;
6405;6.2811E+12;Riot Points $50 - 7200 RP (US);Riot Points;SAR;187.5;
6403;6.2811E+12;Riot Points $10 - 1380 RP (US);Riot Points;SAR;37.5;
6404;6.2811E+12;Riot Points $25 - 3500 RP (US);Riot Points;SAR;93.75;
6861;6.2811E+12;Roblox $15 (US Store);Roblox;SAR;56.25;
6863;6.2811E+12;Roblox $100 (US Store);Roblox;SAR;375;
6409;6.2811E+12;Roblox $25 (US Store);Roblox;SAR;93.75;
6862;6.2811E+12;Roblox $50 (US Store);Roblox;SAR;187.5;
6408;6.2811E+12;Roblox $10 (US Store);Roblox;SAR;37.5;
5243;6.2811E+12;RuneScape 30 day membership;RuneScape;USD;56.018;
5244;6.2811E+12;RuneScape 90 day membership;RuneScape;USD;152.445;
4353;6.2811E+12;Rynga EUR 50 Voucher;Rynga;EUR;269.481;
3708;6.2811E+12;Rynga EUR 25 Voucher;Rynga;EUR;134.741;
3707;6.2811E+12;Rynga EUR 10 voucher;Rynga;EUR;53.896;
7408;6.28704E+12;SACO GiftCard SAR 500;SACO;SAR;500;
7406;6.28704E+12;SACO GiftCard SAR 100;SACO;SAR;100;
7407;6.28704E+12;SACO GiftCard SAR 250;SACO;SAR;250;
7409;6.28704E+12;SACO GiftCard SAR 1000;SACO;SAR;1000;
7405;6.28704E+12;SACO GiftCard SAR 50;SACO;SAR;50;
6415;6.2811E+12;Salik Card AED 50;Salik;AED;62.894;
6417;6.2811E+12;Salik Card AED 200;Salik;AED;251.575;
6416;6.2811E+12;Salik Card AED 100 ;Salik;AED;125.788;
6680;6.2811E+12;Shahid VIP 12 Month Subscription - KSA Store;Shahid VIP;SAR;339.997;
6781;6.2811E+12;Shahid Sports and VIP 12 Months Subscription - KSA Store;Shahid VIP;SAR;700.005;
6681;6.2811E+12;Shahid VIP 6 Months Subscription - KSA Store;Shahid VIP;SAR;199.996;
6780;6.2811E+12;Shahid Sports and VIP 3 Months Subscription - KSA Store;Shahid VIP;SAR;197.996;
6542;6.2811E+12;Shahid VIP 3 Months Subscription - KSA Store;Shahid VIP;SAR;107.996;
7390;6.28704E+12;Shukran GiftCard SAR 200 (KSA Store);Shukran GiftCards KSA;SAR;200;
7389;6.28704E+12;Shukran GiftCard SAR 100 (KSA Store);Shukran GiftCards KSA;SAR;100;
7391;6.28704E+12;Shukran GiftCard SAR 500 (KSA Store);Shukran GiftCards KSA;SAR;500;
2542;6.2811E+12;SilkRoad - 100 Silk Card;Silkroad;USD;44.85;
2543;6.2811E+12;SilkRoad - 300 Silk Card;Silkroad;USD;134.55;
2541;6.2811E+12;SilkRoad - 50 Silk Card;Silkroad;USD;22.425;
3428;6.2811E+12;SilkRoad - 10 Silk Card;Silkroad;USD;4.485;
3070;6.2811E+12;SilkRoad - 700 Silk Card + 50 Silk Free;Silkroad;USD;313.95;
2544;6.2811E+12;SilkRoad - 500 Silk Card + 25 Silk Free;Silkroad;USD;224.25;
5140;6.2811E+12;SilkRoad - 1000  Silk Card + 100 Silk Free;Silkroad;USD;448.5;
3710;6.2811E+12;SmartVoip EUR25 voucher;SmartVoip;EUR;134.741;
4354;6.2811E+12;SmartVoip EUR 50 voucher;SmartVoip;EUR;269.481;
3709;6.2811E+12;SmartVoip EUR10 Voucher;SmartVoip;EUR;53.896;
7228;6.28704E+12;Spacetoon Go 12 Months Subscription;Spacetoon Go;SAR;194.062;
7227;6.28704E+12;Spacetoon Go 3 Months Subscription;Spacetoon Go;SAR;64.688;
6766;6.2811E+12;Spotify EUR 60 (French Store);Spotify;SAR;270;
6407;6.2811E+12;Spotify $30 (US Store);Spotify;SAR;112.5;
6947;6.28704E+12;Spotify 12 Months Subscription 499 EGP Digital Code (Egypt Store);Spotify;SAR;118.898;
6946;6.28704E+12;Spotify 6 Months Subscription 300 EGP Digital Code (Egypt Store);Spotify;SAR;71.496;
6316;4.2516E+12;Spotify Premium 12 Months Subscription (Saudi Store Only);Spotify;SAR;198.996;
6764;6.2811E+12;Spotify EUR 10 (French Store);Spotify;SAR;45;
6944;6.28704E+12;Spotify 1 Month Subscription 55 EGP Digital Code (Egypt Store);Spotify;SAR;13.099;
6406;6.2811E+12;Spotify $10 (US Store);Spotify;SAR;37.5;
6945;6.28704E+12;Spotify 3 Months Subscription 160 EGP Digital Code (Egypt Store);Spotify;SAR;38.1;
6300;4.2516E+12;Spotify Premium 1 Month  Subscription (Saudi Store Only);Spotify;SAR;21.999;
6942;6.28704E+12;Spotify 6 Months Subscription Digital Code (UAE Store);Spotify;SAR;132.25;
6765;6.2811E+12;Spotify EUR 30 (French Store);Spotify;SAR;135;
6314;4.2516E+12;Spotify Premium 3 Months Subscription (Saudi Store Only);Spotify;SAR;63.998;
6943;6.28704E+12;Spotify 12 Months Subscription Digital Code (UAE Store);Spotify;SAR;220.8;
6315;4.2516E+12;Spotify Premium 6 Months Subscription (Saudi Store Only);Spotify;SAR;120.002;
6432;6.2811E+12;STARZPLAY 12 Months;STARZPLAY;SAR;367;
6574;6.2811E+12;STARZPLAY 1 Month;STARZPLAY;SAR;43.815;
6431;6.2811E+12;STARZPLAY 6 Months;STARZPLAY;SAR;182.999;
6430;6.2811E+12;STARZPLAY 3 Months;STARZPLAY;SAR;91;
6401;6.2811E+12;STC Bahrain - BHD 10;STC - Bahrain;SAR;116.725;
6399;6.2811E+12;STC Bahrain - BHD 1;STC - Bahrain;SAR;11.672;
6400;6.2811E+12;STC Bahrain - BHD 5;STC - Bahrain;SAR;58.362;
7250;2.27001E+12;stc tv Premium 3 Months Subscription -KSA Store;STC TV - KSA Store;SAR;160;
7249;2.07001E+12;stc tv Classic 12 Months Subscription -KSA Store;STC TV - KSA Store;SAR;300;
7251;2.37001E+12;stc tv Premium 6 Months Subscription -KSA Store;STC TV - KSA Store;SAR;270;
7248;1.97001E+12;stc tv Classic 6 Months Subscription -KSA Store;STC TV - KSA Store;SAR;180;
7245;1.57001E+12;stc tv Lite 6 Months Subscription -KSA Store;STC TV - KSA Store;SAR;70;
7247;1.87001E+12;stc tv Classic 3 Months Subscription -KSA Store;STC TV - KSA Store;SAR;105;
7246;1.67001E+12;stc tv Lite 12 Months Subscription -KSA Store;STC TV - KSA Store;SAR;115;
7244;1.47001E+12;stc tv Lite 3 Months Subscription -KSA Store;STC TV - KSA Store;SAR;40;
7252;2.47001E+12;stc tv Premium 12 Months Subscription -KSA Store;STC TV - KSA Store;SAR;450;
7337;6.28704E+12;stc tv Lite 12 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;126.362;
7341;6.28704E+12;stc tv Premium 3 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;161.633;
7342;6.28704E+12;stc tv Premium 6 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;266.915;
7339;6.28704E+12;stc tv Classic 6 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;158.125;
7338;6.28704E+12;stc tv Classic 3 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;91.356;
7336;6.28704E+12;stc tv Lite 6 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;77.303;
7343;6.28704E+12;stc tv Premium 12 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;449.638;
7340;6.28704E+12;stc tv Classic 12 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;266.915;
7335;6.28704E+12;stc tv Lite 3 Months Subscription -Kuwait Store;STC TV - Kuwait Store;SAR;44.976;
7355;6.28704E+12;stc tv Lite 12 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;114.574;
7358;6.28704E+12;stc tv Classic 12 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;258.06;
7357;6.28704E+12;stc tv Classic 6 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;154.836;
7360;6.28704E+12;stc tv Premium 6 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;309.672;
7356;6.28704E+12;stc tv Classic 3 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;91.759;
7361;6.28704E+12;stc tv Premium 12 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;516.12;
7354;6.28704E+12;stc tv Lite 6 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;74.554;
7359;6.28704E+12;stc tv Premium 3 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;183.505;
7353;6.28704E+12;stc tv Lite 3 Months Subscription -Bahrain Store;STC TV -Bahrain Store;SAR;43.01;
6918;6.28704E+12;Steam Wallet Card - USD 20 (Bahrain Store);Steam Wallet Bahrain Store;SAR;80;
6921;6.28704E+12;Steam Wallet Card - USD 100 (Bahrain Store);Steam Wallet Bahrain Store;SAR;400;
6920;6.28704E+12;Steam Wallet Card - USD 75 (Bahrain Store);Steam Wallet Bahrain Store;SAR;300;
6917;6.28704E+12;Steam Wallet Card - USD 10 (Bahrain Store);Steam Wallet Bahrain Store;SAR;40;
6919;6.28704E+12;Steam Wallet Card - USD 50 (Bahrain Store);Steam Wallet Bahrain Store;SAR;200;
6752;6.2811E+12;Steam Wallet Card - EUR 10;Steam Wallet Europe Store;SAR;46.15;
6753;6.2811E+12;Steam Wallet Card - EUR 20;Steam Wallet Europe Store;SAR;93.45;
6754;6.2811E+12;Steam Wallet Card - EUR 50;Steam Wallet Europe Store;SAR;236.5;
6755;6.2811E+12;Steam Wallet Card - EUR 100;Steam Wallet Europe Store;SAR;455.75;
6751;6.2811E+12;Steam Wallet Card - EUR 5;Steam Wallet Europe Store;SAR;27.526;
6724;6.2811E+12;Steam Wallet Card - SAR 20;Steam Wallet KSA Store;SAR;20;
6684;6.2811E+12;Steam Wallet Card - SAR 100;Steam Wallet KSA Store;SAR;100;
6683;6.2811E+12;Steam Wallet Card - SAR 50;Steam Wallet KSA Store;SAR;50;
6685;6.2811E+12;Steam Wallet Card - SAR 200;Steam Wallet KSA Store;SAR;200;
7129;6.28704E+12;Steam Wallet Card - KWD 30.;Steam Wallet Kuwait Store;SAR;393;
6924;6.28704E+12;Steam Wallet Card - KWD 20;Steam Wallet Kuwait Store;SAR;262;
6922;6.28704E+12;Steam Wallet Card - KWD 5;Steam Wallet Kuwait Store;SAR;65.5;
6923;6.28704E+12;Steam Wallet Card - KWD 10;Steam Wallet Kuwait Store;SAR;131;
6927;6.28704E+12;Steam Wallet Card - USD 20 (Oman Store);Steam Wallet Oman Store;SAR;78;
6926;6.28704E+12;Steam Wallet Card - USD 10 (Oman Store);Steam Wallet Oman Store;SAR;39;
6928;6.28704E+12;Steam Wallet Card - USD 50 (Oman Store);Steam Wallet Oman Store;SAR;195;
6930;6.28704E+12;Steam Wallet Card - USD 100 (Oman Store);Steam Wallet Oman Store;SAR;390;
6929;6.28704E+12;Steam Wallet Card - USD 75 (Oman Store);Steam Wallet Oman Store;SAR;293;
6935;6.28704E+12;Steam Wallet Card - QAR 400;Steam Wallet Qatar Store;SAR;430;
6932;6.28704E+12;Steam Wallet Card - QAR 50;Steam Wallet Qatar Store;SAR;53.75;
6933;6.28704E+12;Steam Wallet Card - QAR 100;Steam Wallet Qatar Store;SAR;107.5;
6934;6.28704E+12;Steam Wallet Card - QAR 200;Steam Wallet Qatar Store;SAR;215;
6931;6.28704E+12;Steam Wallet Card - QAR 20;Steam Wallet Qatar Store;SAR;21.5;
7303;3.66365E+12;Steam Wallet Card - ZAR 250;Steam Wallet South Africa Store;SAR;56.82;
7302;3.66365E+12;Steam Wallet Card - ZAR 150;Steam Wallet South Africa Store;SAR;34.09;
7301;3.66365E+12;Steam Wallet Card - ZAR 80;Steam Wallet South Africa Store;SAR;18.18;
7304;3.66365E+12;Steam Wallet Card - ZAR 500;Steam Wallet South Africa Store;SAR;113.64;
6719;6.2811E+12;Steam Wallet Card - AED 20;Steam Wallet UAE Store;AED;21.361;
6720;6.2811E+12;Steam Wallet Card - AED 40;Steam Wallet UAE Store;AED;42.723;
6740;6.2811E+12;Steam Wallet Card - AED 100;Steam Wallet UAE Store;AED;106.807;
6722;6.2811E+12;Steam Wallet Card - AED 75;Steam Wallet UAE Store;AED;80.106;
6721;6.2811E+12;Steam Wallet Card - AED 50;Steam Wallet UAE Store;AED;53.404;
6723;6.2811E+12;Steam Wallet Card - AED 200;Steam Wallet UAE Store;AED;213.615;
7060;6.28704E+12;Steam Wallet Card - AED 400.;Steam Wallet UAE Store;AED;427.229;
6641;6.2811E+12;Steam Wallet Card USD 5 (US Store Works in USA Only);Steam Wallet USA Store;SAR;19.038;
4878;6.2811E+12;Steam Wallet Card USD 20 (US Store Works in USA Only);Steam Wallet USA Store;SAR;75;
5741;6.2811E+12;Steam Wallet Card USD 10 (US Store Works in USA Only);Steam Wallet USA Store;SAR;37.5;
4879;6.2811E+12;Steam Wallet Card USD 50 (US Store Works in USA Only);Steam Wallet USA Store;SAR;187.5;
4880;6.28704E+12;Steam Wallet Card USD 100 (US Store Works in USA Only);Steam Wallet USA Store;SAR;375;
4792;6.2811E+12;Stell host - $50 card;Stell - host;USD;224.25;
4793;6.2811E+12;Stell host - $100 card;Stell - host;USD;448.5;
4791;6.2811E+12;Stell Host - $20 card ;Stell - host;USD;89.7;
4790;6.2811E+12;Stell host - 10 $ card;Stell - host;USD;44.85;
7415;6.28704E+12;Tamimi Markets GiftCard SR 25;Tamimi Markets;SAR;25;
7418;6.28704E+12;Tamimi Markets GiftCard SR 250;Tamimi Markets;SAR;250;
7419;6.28704E+12;Tamimi Markets GiftCard SR 500;Tamimi Markets;SAR;500;
7416;6.28704E+12;Tamimi Markets GiftCard SR 50;Tamimi Markets;SAR;50;
7417;6.28704E+12;Tamimi Markets GiftCard SR 100;Tamimi Markets;SAR;100;
7133;6.28704E+12;Teamfight Tactics 1380 RP (MENA);Teamfight Tactics;SAR;60.375;
7134;6.28704E+12;Teamfight Tactics 2800 RP (MENA);Teamfight Tactics;SAR;120.75;
7226;6.28704E+12;Teen Patti Gold Gold Pass (International);Teen Patti Gold;SAR;34.5;
7223;6.28704E+12;Teen Patti Gold 100 Cr Max Chips (International);Teen Patti Gold;SAR;431.25;
7218;6.28704E+12;Teen Patti Gold 1 Cr Max Chips (International);Teen Patti Gold;SAR;8.625;
7216;6.28704E+12;Teen Patti Gold 16 L Chips (International);Teen Patti Gold;SAR;4.312;
7220;6.28704E+12;Teen Patti Gold 7.5 Cr Max Chips (International);Teen Patti Gold;SAR;43.125;
7225;6.28704E+12;Teen Patti Gold Gullak 5 Cr Max Chips (International);Teen Patti Gold;SAR;6.44;
7217;6.28704E+12;Teen Patti Gold 45 L Chips (International);Teen Patti Gold;SAR;4.312;
7222;6.28704E+12;Teen Patti Gold 55 Cr Max Chips (International);Teen Patti Gold;SAR;258.75;
7221;6.28704E+12;Teen Patti Gold 16 Cr Max Chips (International);Teen Patti Gold;SAR;86.25;
7219;6.28704E+12;Teen Patti Gold 3.3 Cr Max Chips (International);Teen Patti Gold;SAR;21.85;
7224;6.28704E+12;Teen Patti Gold Gullak 1 Cr Max Chips (International);Teen Patti Gold;SAR;4.312;
5112;6.2811E+12;30 Days Tibia Premium Time;Tibia;EUR;41.402;
5113;6.2811E+12;90 Days Tibia Premium Time ;Tibia;EUR;109.507;
5114;6.2811E+12;180 Days Tibia Premium Time ;Tibia;EUR;195.741;
5115;6.2811E+12;Tibia Character Name Change ;Tibia;EUR;43.852;
5116;6.2811E+12;Tibia Character Sex Change;Tibia;EUR;19.354;
5118;6.2811E+12;Tibia Account Name Change;Tibia;EUR;29.153;
5117;6.2811E+12;Tibia Character World Transfer;Tibia;EUR;122.246;
7213;6.28704E+12;TikTok Card $100 (KSA Store)-available in Android only;TikTok;SAR;375;
7212;6.28704E+12;TikTok Card $50 (KSA Store)-available in Android only;TikTok;SAR;187.5;
7210;6.28704E+12;TikTok Card $5 (KSA Store)-available in Android only;TikTok;SAR;18.75;
7211;6.28704E+12;TikTok Card $20 (KSA Store)-available in Android only;TikTok;SAR;75;
6495;6.2811E+12;Twitch Card $100;Twitch;SAR;375;
6493;6.2811E+12;Twitch Card $25;Twitch;SAR;93.75;
6494;6.2811E+12;Twitch Card $50;Twitch;SAR;187.5;
6492;6.2811E+12;Twitch Card $15;Twitch;SAR;56.25;
5955;6.28704E+12;Uber Driver Voucher JD 100;Uber Drivers Vouchers - Jordan;JOD;550.071;
5954;6.28704E+12;Uber Driver Voucher JD 20;Uber Drivers Vouchers - Jordan;JOD;110.014;
6543;6.28704E+12;Uber Driver Voucher JD 500;Uber Drivers Vouchers - Jordan;JOD;2750.353;
5953;6.28704E+12;Uber Driver Voucher JD 10;Uber Drivers Vouchers - Jordan;JOD;55.007;
5956;6.28704E+12;Uber Driver Voucher JD 50;Uber Drivers Vouchers - Jordan;JOD;275.035;
5952;6.28704E+12;Uber Driver Voucher JD 5;Uber Drivers Vouchers - Jordan;JOD;27.504;
6544;6.28704E+12;Uber Driver Voucher JD 1000;Uber Drivers Vouchers - Jordan;JOD;5500.705;
5856;6.2811E+12;Uber Driver Voucher - SAR50;Uber Drivers Vouchers - KSA;SAR;50;
5859;6.2811E+12;Uber Driver Voucher - SAR500;Uber Drivers Vouchers - KSA;SAR;500;
5858;6.2811E+12;Uber Driver Voucher - SAR200;Uber Drivers Vouchers - KSA;SAR;200;
5855;6.2811E+12;Uber Driver Voucher - SAR20;Uber Drivers Vouchers - KSA;SAR;20;
5846;6.2811E+12;Uber Driver Voucher - SAR10;Uber Drivers Vouchers - KSA;SAR;10;
5860;6.2811E+12;Uber Driver Voucher - SAR1000;Uber Drivers Vouchers - KSA;SAR;1000;
5857;6.2811E+12;Uber Driver Voucher - SAR100;Uber Drivers Vouchers - KSA;SAR;100;
5861;6.2811E+12;Uber Driver Voucher - SAR2000;Uber Drivers Vouchers - KSA;SAR;2000;
6508;6.28704E+12;Uber Partner LBP 80,000;Uber Drivers Vouchers - Lebanon;LBP1;18.884;
6511;6.28704E+12;Uber Partner LBP 800,000;Uber Drivers Vouchers - Lebanon;LBP1;188.842;
6509;6.28704E+12;Uber Partner LBP 200,000;Uber Drivers Vouchers - Lebanon;LBP1;47.21;
6507;6.28704E+12;Uber Partner LBP 40,000;Uber Drivers Vouchers - Lebanon;LBP1;9.442;
6510;6.28704E+12;Uber Partner LBP 400,000;Uber Drivers Vouchers - Lebanon;LBP1;94.421;
6223;6.28704E+12;Uber Driver Voucher QR 200;Uber Drivers Vouchers - Qatar;QAR;214.286;
6222;6.28704E+12;Uber Driver Voucher QR 100;Uber Drivers Vouchers - Qatar;QAR;107.143;
6224;6.28704E+12;Uber Driver Voucher QR 500;Uber Drivers Vouchers - Qatar;QAR;535.714;
6219;6.28704E+12;Uber Driver Voucher QR 5;Uber Drivers Vouchers - Qatar;QAR;5.357;
6221;6.28704E+12;Uber Driver Voucher QR 50;Uber Drivers Vouchers - Qatar;QAR;53.571;
6220;6.28704E+12;Uber Driver Voucher QR 10;Uber Drivers Vouchers - Qatar;QAR;10.714;
5967;6.28704E+12;Umnia Smart JOD9;Umniah - Jordon;USD;86.561;
5964;6.28704E+12;Umnia Smart JOD3;Umniah - Jordon;USD;29.825;
5965;6.28704E+12;Umnia Smart JOD5;Umniah - Jordon;USD;48.214;
5961;6.28704E+12;Umniah Voice JOD5;Umniah - Jordon;USD;52.026;
5966;6.28704E+12;Umnia Smart JOD7;Umniah - Jordon;USD;64.674;
5960;6.28704E+12;Umniah Voice JOD3;Umniah - Jordon;USD;32.292;
5959;6.28704E+12;Umniah Voice JOD1;Umniah - Jordon;USD;12.11;
5963;6.28704E+12;Umnia Smart JOD1;Umniah - Jordon;USD;11.091;
6500;6.2811E+12;Valorant Gift Card $25 (United States Store);Valorant;SAR;93.75;
6499;6.2811E+12;Valorant Gift Card $10 (United States Store);Valorant;SAR;37.5;
6501;6.2811E+12;Valorant Gift Card $50 (United States Store);Valorant;SAR;187.5;
7215;6.28704E+12;Viber Card $25 (International);Viber;SAR;93.75;
7214;6.28704E+12;Viber Card $10 (International);Viber;SAR;37.5;
7410;7410;Virgin Megastore GiftCard SAR 50;Virgin Megastore;SAR;50;
7414;7414;Virgin Megastore GiftCard SAR 1000;Virgin Megastore;SAR;1000;
7413;7413;Virgin Megastore GiftCard SAR 500;Virgin Megastore;SAR;500;
7411;7411;Virgin Megastore GiftCard SAR 100;Virgin Megastore;SAR;100;
7412;7412;Virgin Megastore GiftCard SAR 250;Virgin Megastore;SAR;250;
6601;6.28704E+12;Vodafone Qatar QR55;Vodafone Qatar;USD;61.455;
6604;6.28704E+12;Vodafone Qatar QR200;Vodafone Qatar;USD;220.223;
6605;6.28704E+12;Vodafone Qatar QR300;Vodafone Qatar;USD;328.091;
6602;6.28704E+12;Vodafone Qatar QR100;Vodafone Qatar;USD;111.233;
6600;6.28704E+12;Vodafone Qatar QR20;Vodafone Qatar;USD;22.695;
6598;6.28704E+12;Vodafone Qatar QR10;Vodafone Qatar;USD;11.46;
7424;7424;VOX Cinemas GiftCard SAR 1000;VOX Cinemas KSA;SAR;1000;
7423;7423;VOX Cinemas GiftCard SAR 500;VOX Cinemas KSA;SAR;500;
7420;7420;VOX Cinemas GiftCard SAR 50;VOX Cinemas KSA;SAR;50;
7421;7421;VOX Cinemas GiftCard SAR 100;VOX Cinemas KSA;SAR;100;
7422;7422;VOX Cinemas GiftCard SAR 250;VOX Cinemas KSA;SAR;250;
5461;6.2811E+12;WCoins - $30 Card;Webzen Coin;USD;134.55;
5460;6.2811E+12;WCoins - $20 Card;Webzen Coin;USD;89.7;
7030;6.28704E+12;Weyyak 1 Month Subscription;Weyyak;SAR;21.562;
7031;6.28704E+12;Weyyak 12 Months Subscription;Weyyak;SAR;86.25;
5495;6.2811E+12;WolfTeam MENA – 50000 CASH;Wolfteam MENA;USD;224.25;
5490;6.2811E+12;WolfTeam MENA – 5000 CASH;Wolfteam MENA;USD;22.425;
5489;6.2811E+12;Wolfteam MENA – 1000 CASH;Wolfteam MENA;USD;4.485;
5492;6.2811E+12;WolfTeam MENA  – 20000 CASH;Wolfteam MENA;USD;89.7;
5494;6.2811E+12;WolfTeam MENA – 30000 CASH;Wolfteam MENA;USD;134.55;
5491;6.2811E+12;WolfTeam MENA – 10000 CASH;Wolfteam MENA;USD;44.85;
5496;6.2811E+12;WolfTeam MENA– 80000 CASH;Wolfteam MENA;USD;358.8;
6804;6.2811E+12;Xbox Live EUR50 Gift Card (EU Store Works in Europe Only);XBox Europe Store;SAR;220;
6808;6.28704E+12;Xbox Game Pass Ultimate - 1 Month (EU Store Works in Europe Only);XBox Europe Store;SAR;56.35;
6809;6.28704E+12;Xbox Game Pass Ultimate - 3 Months (EU Store Works in Europe Only);XBox Europe Store;SAR;164.37;
6801;6.28704E+12;Xbox Live EUR10 Gift Card (EU Store Works in Europe Only);XBox Europe Store;SAR;45.15;
6800;6.28704E+12;Xbox Live EUR5 Gift Card (EU Store Works in Europe Only);XBox Europe Store;SAR;26.6;
6805;6.28704E+12;Xbox Live Gold 3 Months Subscription (EU Store Works in Europe Only);XBox Europe Store;SAR;78.2;
6802;6.28704E+12;Xbox Live EUR15 Gift Card (EU Store Works in Europe Only);XBox Europe Store;SAR;69.45;
6803;6.2811E+12;Xbox Live EUR25 Gift Card (EU Store Works in Europe Only);XBox Europe Store;SAR;115.75;
6806;6.28704E+12;Xbox Live Gold 6 Months Subscription (EU Store Works in Europe Only);XBox Europe Store;SAR;116.15;
6807;6.28704E+12;Xbox Live Gold 12 Months Subscription (EU Store Works in Europe Only);XBox Europe Store;SAR;224.25;
